career_label,skills,experience_years,education_level
human resources specialist,"excel, communication, management, aws",5,degree
system administrator,management,8,degree
business analyst,"sql, excel, data analysis, management, project management",5,degree
robotics engineer,python,3,master
data engineer,"python, java, sql, machine learning, aws, azure, tensorflow, pytorch",0,degree
product manager,"excel, data analysis, communication, management",5,master
data architect,"python, java, sql, aws, azure",8,master
product manager,"data analysis, communication, management, project management",0,degree
data scientist,"python, sql, machine learning, deep learning, data analysis, statistics, management, aws, tensorflow, pytorch",5,master
ux designer,,5,degree
devops engineer,"python, aws, azure, docker",0,degree
qa engineer,"python, java, management",5,master
database administrator,"python, java, sql, management, aws, azure",8,degree
ui engineer,java,5,degree
devops engineer,"python, aws, azure, docker",0,unknown
business analyst,"excel, data analysis, communication, management, project management",5,degree
data scientist,"python, sql, deep learning, data analysis, management, tensorflow",5,master
human resources specialist,"excel, communication, management",5,degree
blockchain developer,"java, management",0,degree
human resources specialist,"excel, data analysis, communication, management",5,degree
product manager,"python, sql, excel, data analysis, communication, management, project management",0,master
product manager,"data analysis, communication, management, project management",5,master
data engineer,"python, java, machine learning, aws, azure, docker, tensorflow, pytorch",8,master
qa engineer,"python, java, excel, management, project management",5,master
data scientist,"python, sql, excel, machine learning, deep learning, data analysis, statistics, management, tensorflow, pytorch",5,master
data scientist,"python, sql, machine learning, data analysis, tensorflow",5,master
qa engineer,"python, java, sql, excel, management",5,degree
full stack developer,"java, sql, management",5,degree
e-commerce specialist,"excel, communication, management",5,degree
e-commerce specialist,"excel, communication, management",5,degree
ui engineer,java,5,master
ui engineer,java,5,master
ai researcher,"python, sql, machine learning, deep learning, tensorflow, pytorch",0,unknown
ui engineer,java,5,degree
database administrator,sql,8,degree
devops engineer,"python, aws, azure, docker",0,degree
data scientist,"python, sql, machine learning, deep learning, tensorflow, pytorch",5,degree
ai researcher,"python, machine learning, tensorflow, pytorch",0,unknown
database administrator,"sql, data analysis, statistics, management",5,degree
qa engineer,"python, java, excel",5,degree
e-commerce specialist,"excel, data analysis, management",5,degree
qa engineer,"python, java, docker",5,master
game developer,,0,unknown
qa engineer,"python, java",5,master
data scientist,"python, sql, machine learning, deep learning, data analysis, statistics, management, tensorflow, pytorch",5,master
data engineer,"python, java, sql, machine learning, aws, azure, tensorflow, pytorch",8,degree
machine learning engineer,"python, sql, machine learning, aws, tensorflow, pytorch",5,master
ux designer,java,5,degree
software engineer,"python, java, docker",5,master
devops engineer,"python, management, aws, azure, docker",0,degree
qa engineer,excel,5,degree
data analyst,"python, sql, excel, management",3,master
data engineer,"python, sql, machine learning, aws, azure, tensorflow, pytorch",0,degree
e-commerce specialist,management,5,degree
data engineer,"python, java, sql, excel, machine learning, aws, azure",5,degree
human resources specialist,management,5,degree
digital marketing specialist,"excel, data analysis, management",5,degree
cloud engineer,"python, management, aws, azure, docker",0,degree
game developer,,5,unknown
cybersecurity analyst,"python, management, aws, azure",8,degree
ux designer,java,5,degree
it support specialist,"sql, excel, communication",8,degree
devops engineer,"python, aws, azure, docker",5,degree
database administrator,"sql, statistics, management",8,degree
business analyst,"python, sql, excel, data analysis, communication, management, project management",5,degree
software engineer,"python, java, data analysis, aws, docker",3,master
human resources specialist,"communication, management",8,degree
mobile app developer,"java, sql",0,degree
e-commerce specialist,"excel, data analysis, management",5,unknown
data engineer,"python, java, sql, machine learning, aws, azure, tensorflow, pytorch",5,degree
mobile app developer,"java, management, project management, aws",5,degree
ai researcher,"python, deep learning, tensorflow, pytorch",0,unknown
machine learning engineer,"python, sql, machine learning, aws, tensorflow, pytorch",5,degree
mobile app developer,java,5,degree
machine learning engineer,"python, excel, machine learning, deep learning, docker, tensorflow, pytorch",3,master
ar/vr developer,,0,unknown
ux designer,management,5,degree
cybersecurity analyst,"python, excel, management",0,degree
data engineer,"python, java, sql, machine learning, aws, azure",5,degree
qa engineer,"python, java",5,degree
ui engineer,"java, management, aws",5,degree
blockchain developer,"java, management",5,degree
ai researcher,"python, machine learning, deep learning, aws, pytorch",0,unknown
content writer,management,5,degree
blockchain developer,java,3,degree
content writer,"excel, management",5,degree
business analyst,"sql, excel, data analysis, communication",5,degree
qa engineer,"python, java, excel, aws, azure",5,master
it support specialist,management,0,degree
ai researcher,"python, machine learning, deep learning, tensorflow, pytorch",0,master
blockchain developer,"python, java, management",5,master
data architect,"sql, aws, azure",8,master
cloud engineer,"python, aws, azure",0,degree
human resources specialist,"excel, communication, management",8,degree
mobile app developer,,5,degree
machine learning engineer,"python, machine learning, deep learning, aws, azure, tensorflow, pytorch",5,master
qa engineer,"python, java",5,degree
data analyst,"python, sql, excel, data analysis, communication, management",5,degree
product manager,"excel, data analysis, communication, management, project management",5,master
